372,373,916,-0.001953,-1.000000
374,375,915,-0.001953,-1.000000
376,377,905,-0.001953,-1.000000
378,379,918,-0.001953,-1.000000
380,381,909,-0.001953,-1.000000
382,383,917,-0.001953,-1.000000
384,385,907,-0.001953,-1.000000
386,387,918,-0.001953,-1.000000
388,389,914,-0.001953,-1.000000
390,391,914,-0.001953,-1.000000
392,393,889,-0.001953,-1.000000
394,395,898,-0.001953,-1.000000
396,397,906,-0.001953,-1.000000
398,399,881,-0.001953,-1.000000
400,401,918,-0.001953,-1.000000
402,403,913,-0.001953,-1.000000
404,405,918,-0.001953,-1.000000
406,407,893,-0.001953,-1.000000
408,409,890,-0.001953,-1.000000
410,411,890,-0.001953,-1.000000
412,413,918,-0.001953,-1.000000
414,415,897,-0.001953,-1.000000
416,417,918,-0.003906,-1.000000
418,419,885,-0.001953,-1.000000
420,421,891,-0.001953,-1.000000
422,423,896,-0.001953,-1.000000
424,425,917,-0.001953,-1.000000
426,427,918,-0.001953,-1.000000
428,429,918,-0.001953,-1.000000
430,431,912,-0.001953,-1.000000
432,433,901,-0.001953,-1.000000
434,435,903,-0.001953,-1.000000
436,437,884,-0.001953,-1.000000
438,439,882,-0.001953,-1.000000
440,441,885,-0.001953,-1.000000
442,443,896,-0.001953,-1.000000
444,445,884,-0.001953,-1.000000
446,447,908,-0.001953,-1.000000
448,449,903,-0.001953,-1.000000
450,451,891,-0.001953,-1.000000
452,453,883,-0.001953,-1.000000
454,455,907,-0.001953,-1.000000
456,457,909,-0.001953,-1.000000
458,459,885,-0.001953,-1.000000
460,461,888,-0.001953,-1.000000
462,463,884,-0.001953,-1.000000
