1	0.781250	0.008277	0.789527
2	0.781250	0.014118	0.795368
3	0.781250	0.031383	0.812633
4	0.781250	0.032585	0.813835
5	0.781250	0.038256	0.819506
6	0.781250	0.053370	0.834620
7	0.781250	0.068354	0.849604
9	0.781250	0.092701	0.873951
10	0.781250	0.099220	0.880470
11	0.781250	0.120334	0.901584
12	0.781250	0.132658	0.913908
13	0.797334	0.134670	0.932004
14	0.781250	0.159715	0.940965
15	0.781250	0.190183	0.971433
16	0.781250	0.229506	1.010756
18	0.781250	0.239899	1.021149
22	0.781250	0.276775	1.058025
23	0.781250	0.285316	1.066566
25	0.781250	0.308392	1.089642
26	0.781250	0.323088	1.104338
27	0.781250	0.333967	1.115217
20	0.861602	0.255282	1.116884
28	0.781250	0.344807	1.126057
29	0.781250	0.369172	1.150422
21	0.878693	0.272373	1.151066
17	0.925067	0.232993	1.158060
30	0.781250	0.377227	1.158477
31	0.781250	0.378970	1.160220
32	0.781250	0.384636	1.165886
33	0.781250	0.385559	1.166809
35	0.781250	0.408704	1.189954
24	0.900709	0.298240	1.198949
36	0.781250	0.452386	1.233636
38	0.781250	0.514800	1.296050
39	0.781250	0.527982	1.309232
42	0.781250	0.574973	1.356223
43	0.781250	0.594375	1.375625
44	0.781250	0.612089	1.393339
45	0.781250	0.617843	1.399093
46	0.781250	0.621113	1.402363
47	0.781250	0.626458	1.407708
48	0.781250	0.627308	1.408558
49	0.781250	0.635836	1.417086
50	0.781250	0.637402	1.418652
51	0.781250	0.643953	1.425203
53	0.781250	0.681541	1.462791
54	0.781250	0.686252	1.467502
8	1.395305	0.074362	1.469667
57	0.781250	0.700004	1.481254
58	0.781250	0.702648	1.483898
59	0.781250	0.703262	1.484512
60	0.781250	0.714401	1.495651
62	0.781250	0.744886	1.526136
63	0.781250	0.749551	1.530801
41	0.984487	0.550429	1.534916
40	0.991495	0.545532	1.537027
64	0.781250	0.761441	1.542691
65	0.781250	0.765222	1.546472
52	0.889049	0.659082	1.548131
66	0.781250	0.800071	1.581321
68	0.781250	0.822292	1.603542
69	0.781250	0.832803	1.614053
70	0.781250	0.841356	1.622606
71	0.781250	0.849139	1.630389
34	1.264974	0.396024	1.660998
74	0.781250	0.885613	1.666863
76	0.781250	0.896119	1.677369
19	1.436548	0.241557	1.678105
78	0.781250	0.902309	1.683559
79	0.781250	0.915192	1.696442
80	0.781250	0.927081	1.708331
81	0.781250	0.930294	1.711544
82	0.781250	0.942116	1.723366
84	0.781250	0.953927	1.735177
86	0.781250	0.957939	1.739189
87	0.781250	0.958536	1.739786
90	0.781250	0.975604	1.756854
37	1.264586	0.512516	1.777102
73	0.925067	0.870426	1.795493
92	0.781250	1.014953	1.796203
75	0.913033	0.886323	1.799356
93	0.781250	1.019512	1.800762
95	0.781250	1.071396	1.852646
97	0.781250	1.074392	1.855642
98	0.781250	1.078929	1.860179
88	0.900709	0.960031	1.860740
99	0.781250	1.079756	1.861006
56	1.167132	0.697903	1.865035
102	0.781250	1.105177	1.886427
103	0.781250	1.106877	1.888127
106	0.781250	1.137928	1.919178
107	0.781250	1.150018	1.931268
94	0.920133	1.050316	1.970449
110	0.781250	1.199362	1.980612
112	0.781250	1.222859	2.004109
113	0.781250	1.229582	2.010832
114	0.781250	1.246919	2.028169
116	0.781250	1.268081	2.049331
120	0.781250	1.291816	2.073066
67	1.264586	0.810430	2.075016
61	1.346371	0.740051	2.086422
121	0.781250	1.307855	2.089105
122	0.781250	1.312609	2.093859
123	0.781250	1.323033	2.104283
104	0.991495	1.116537	2.108032
105	0.984487	1.128442	2.112929
125	0.781250	1.338846	2.120096
127	0.781250	1.353274	2.134524
128	0.781250	1.399670	2.180920
129	0.781250	1.404892	2.186142
130	0.781250	1.409442	2.190692
72	1.332771	0.858992	2.191763
131	0.781250	1.437145	2.218395
124	0.889049	1.332533	2.221582
133	0.781250	1.453015	2.234265
135	0.781250	1.470658	2.251908
55	1.562500	0.693550	2.256050
136	0.781250	1.480032	2.261282
91	1.283609	0.986578	2.270187
118	0.982129	1.289146	2.271275
137	0.781250	1.494890	2.276140
138	0.781250	1.510043	2.291293
140	0.781250	1.520608	2.301858
141	0.781250	1.523591	2.304841
142	0.786697	1.527851	2.314548
144	0.781250	1.546043	2.327293
145	0.781250	1.562945	2.344195
83	1.414155	0.942917	2.357072
146	0.781250	1.589639	2.370889
149	0.781250	1.605907	2.387157
150	0.781250	1.632690	2.413940
151	0.781250	1.637064	2.418314
152	0.781250	1.640711	2.421961
77	1.524576	0.899836	2.424412
111	1.226825	1.200115	2.426940
153	0.781250	1.649274	2.430524
154	0.781250	1.650619	2.431869
155	0.781250	1.654512	2.435762
100	1.356142	1.088721	2.444863
156	0.781250	1.674200	2.455450
157	0.781250	1.683976	2.465226
89	1.508492	0.969928	2.478420
108	1.300191	1.183153	2.483344
101	1.414155	1.091262	2.505417
160	0.781250	1.724992	2.506242
148	0.911039	1.597724	2.508763
161	0.781250	1.735169	2.516419
162	0.781250	1.735454	2.516704
163	0.781250	1.736573	2.517823
85	1.562500	0.956180	2.518680
96	1.448115	1.073984	2.522099
164	0.781250	1.747373	2.528623
165	0.781250	1.755913	2.537163
166	0.781250	1.763132	2.544382
167	0.781250	1.763186	2.544436
168	0.781250	1.763821	2.545071
115	1.283609	1.265469	2.549078
119	1.267854	1.290325	2.558179
170	0.781250	1.812494	2.593744
171	0.781250	1.816336	2.597586
158	0.920133	1.692683	2.612816
109	1.448115	1.188369	2.636484
173	0.781250	1.859075	2.640325
175	0.781250	1.892590	2.673840
176	0.781250	1.898034	2.679284
177	0.781250	1.898994	2.680244
178	0.781250	1.930378	2.711628
179	0.781250	1.957194	2.738444
132	1.300191	1.445462	2.745653
180	0.781250	1.967609	2.748859
181	0.781250	1.969588	2.750838
182	0.781250	1.977902	2.759152
183	0.781250	1.978708	2.759958
143	1.226825	1.535790	2.762615
184	0.781250	1.985389	2.766639
186	0.781250	1.993660	2.774910
187	0.781250	2.000789	2.782039
189	0.781250	2.027916	2.809166
190	0.781250	2.029403	2.810653
117	1.545937	1.269723	2.815660
191	0.781250	2.047137	2.828387
192	0.781250	2.047797	2.829047
194	0.781250	2.057486	2.838736
159	1.128469	1.718870	2.847339
195	0.781250	2.069459	2.850709
174	0.982129	1.869517	2.851646
196	0.781250	2.077371	2.858621
197	0.781250	2.081422	2.862672
198	0.781250	2.090549	2.871799
199	0.781250	2.097544	2.878794
200	0.781250	2.107611	2.888861
