16,5351,2,9639,2.4339,0,0.0058239
16,53428,1,8042.4,2.4330,8,276.76
16,47355,2,8042.4,42.398,8,4.1582
16,42967,8,8042.4,42.4,8,61.82
16,38014,7,8042.4,42.4,8,3.9932
16,46739,15,8042.4,42.401,8,1.7188
16,56439,13,8042.4,42.405,8,191.12
16,49574,11,8042.4,42.407,8,273.25
16,4708,2,8569,9.6738,0,156.86
16,9805,13,2348,13.996,0,95.564
16,471,6,2137,18.229,0,0.017864
16,5005,2,5216,21.301,0,47.43
16,6437,7,8601,23.17,0,35.348
16,6589,7,9014,23.924,0,0.016158
16,53428,1,62067,67.491,62,276.76
16,47355,2,62067,67.493,62,4.1582
16,42967,8,62067,67.495,62,61.82
16,38014,7,62067,67.495,62,3.9932
16,46739,15,62067,67.496,62,1.7188
16,56439,13,62067,67.5,62,191.12
16,49574,11,62068,67.502,62,273.25
16,53314,2,71555,555.39,72,2.8867
16,40323,15,71555,555.39,72,3.2344
16,50465,11,71555,555.39,72,0.9502
16,48204,7,71555,555.39,72,3.6963
16,60239,13,71555,555.39,72,3.8574
16,40602,8,71555,555.4,72,3.9287
16,42393,1,71555,555.4,72,17432
16,40323,15,71563,563.44,75,260.04
16,53314,2,71563,563.45,75,36.055
16,40602,8,71563,563.45,75,192.07
16,48204,7,71563,563.45,75,45.555
16,42393,1,71563,563.45,75,8061.5
16,50465,11,71563,563.45,75,38.23
16,60239,13,71563,563.49,75,2.1025
16,48204,7,71570,570.42,79,0.89551
16,53314,2,71570,570.42,79,38.591
16,60239,13,71570,570.42,79,0.34668
16,40602,8,71570,570.42,79,1.292
16,42393,1,71570,570.42,79,2499.1
16,40323,15,71570,570.43,79,1.5488
16,50465,11,71570,570.43,79,56.766
16,48204,7,71577,577.32,84,2.7412
16,60239,13,71577,577.32,84,1962.1
16,40602,8,71577,577.32,84,148.88
16,50465,11,71577,577.32,84,2.6504
16,53314,2,71577,577.32,84,76.282
16,42393,1,71577,577.32,84,2.0195
16,40323,15,71577,577.32,84,2.7373
16,40602,8,71584,584.48,90,82.32
16,40323,15,71584,584.48,90,209.89
16,42393,1,71584,584.48,90,8535.2
16,48204,7,71584,584.48,90,72.371
16,50465,11,71584,584.48,90,9446.4
16,60239,13,71584,584.48,90,0.5918
16,53314,2,71584,584.48,90,63.887
16,53314,2,71592,591.59,97,1.4346
16,60239,13,71592,591.59,97,422.44
16,48204,7,71592,591.59,97,2.0635
16,40323,15,71592,591.59,97,2.7393
16,50465,11,71592,591.59,97,1.2939
16,40602,8,71592,591.59,97,2.3086
16,42393,1,71592,591.6,97,2.1973
16,40602,8,71606,605.51,105,2.3213
16,60239,13,71606,605.51,105,1.4082
16,48204,7,71606,605.51,105,2.6826
16,53314,2,71606,605.51,105,1.8438
16,50465,11,71606,605.51,105,2.7402
16,40323,15,71606,605.51,105,2.0547
16,42393,1,71606,605.51,105,2.4004
16,48204,7,71618,617.78,114,95.047
16,40323,15,71618,617.78,114,56.816
16,53314,2,71618,617.78,114,2.5703
16,40602,8,71618,617.78,114,9112.8
16,50465,11,71618,617.79,114,35.402
16,60239,13,71618,617.79,114,28.484
16,42393,1,71618,617.79,114,3.2129
16,50465,11,71630,629.73,124,1.29
16,40323,15,71630,629.73,124,1.7803
16,40602,8,71630,629.73,124,1.9697
16,48204,7,71630,629.74,124,1.585
16,53314,2,71630,629.74,124,111.26
16,42393,1,71630,629.74,124,102.52
16,60239,13,71630,629.74,124,2.1445
16,48204,7,71637,636.63,135,2.4922
16,40602,8,71637,636.63,135,2.3975
16,53314,2,71637,636.63,135,2.9219
16,40323,15,71637,636.63,135,2.0205
16,42393,1,71637,636.63,135,1.6895
16,50465,11,71637,636.63,135,2.8262
16,60239,13,71637,636.64,135,3.2617
16,53314,2,71649,648.69,147,2.5977
16,48204,7,71649,648.69,147,2.7988
16,40602,8,71649,648.69,147,2.251
16,42393,1,71649,648.69,147,1.8623
16,60239,13,71649,648.69,147,2.377
16,40323,15,71649,648.69,147,1.9307
16,50465,11,71649,648.69,147,2.7793
16,9539,9,736,32.388,0,0.0036934
16,3092,6,1210,35.145,0,0.033125
16,1112,4,2974,39.571,0,0.00086322
16,53314,2,1.54E+05,597.7,154,2.8867
16,40323,15,1.54E+05,597.7,154,3.2344
16,50465,11,1.54E+05,597.7,154,0.9502
16,48204,7,1.54E+05,597.71,154,3.6963
16,60239,13,1.54E+05,597.71,154,3.8574
16,40602,8,1.54E+05,597.71,154,3.9287
16,42393,1,1.54E+05,597.71,154,17432
16,40323,15,1.54E+05,605.76,157,260.04
16,53314,2,1.54E+05,605.76,157,36.055
16,40602,8,1.54E+05,605.76,157,192.07
16,48204,7,1.54E+05,605.76,157,45.555
16,42393,1,1.54E+05,605.76,157,8061.5
16,50465,11,1.54E+05,605.77,157,38.23
16,60239,13,1.54E+05,605.81,157,2.1025
16,48204,7,1.54E+05,612.74,161,0.89551
16,53314,2,1.54E+05,612.74,161,38.591
16,60239,13,1.54E+05,612.74,161,0.34668
16,40602,8,1.54E+05,612.74,161,1.292
16,42393,1,1.54E+05,612.74,161,2499.1
16,40323,15,1.54E+05,612.74,161,1.5488
16,50465,11,1.54E+05,612.74,161,56.766
16,48204,7,1.54E+05,619.63,166,2.7412
16,60239,13,1.54E+05,619.63,166,1962.1
16,40602,8,1.54E+05,619.63,166,148.88
16,50465,11,1.54E+05,619.64,166,2.6504
16,53314,2,1.54E+05,619.64,166,76.282
16,42393,1,1.54E+05,619.64,166,2.0195
16,40323,15,1.54E+05,619.64,166,2.7373
16,40602,8,1.54E+05,626.79,172,82.32
16,40323,15,1.54E+05,626.79,172,209.89
16,42393,1,1.54E+05,626.79,172,8535.2
16,48204,7,1.54E+05,626.8,172,72.371
16,50465,11,1.54E+05,626.8,172,9446.4
16,60239,13,1.54E+05,626.8,172,0.5918
16,53314,2,1.54E+05,626.8,172,63.887
16,53314,2,1.54E+05,633.91,179,1.4346
16,60239,13,1.54E+05,633.91,179,422.44
16,48204,7,1.54E+05,633.91,179,2.0635
16,40323,15,1.54E+05,633.91,179,2.7393
16,50465,11,1.54E+05,633.91,179,1.2939
16,40602,8,1.54E+05,633.91,179,2.3086
16,42393,1,1.54E+05,633.91,179,2.1973
16,40602,8,1.54E+05,647.82,187,2.3213
16,60239,13,1.54E+05,647.82,187,1.4082
16,48204,7,1.54E+05,647.82,187,2.6826
16,53314,2,1.54E+05,647.82,187,1.8438
16,50465,11,1.54E+05,647.82,187,2.7402
16,40323,15,1.54E+05,647.82,187,2.0547
16,42393,1,1.54E+05,647.82,187,2.4004
16,48204,7,1.54E+05,660.1,196,95.047
16,40323,15,1.54E+05,660.1,196,56.816
16,53314,2,1.54E+05,660.1,196,2.5703
16,40602,8,1.54E+05,660.1,196,9112.8
16,50465,11,1.54E+05,660.1,196,35.402
16,60239,13,1.54E+05,660.1,196,28.484
16,42393,1,1.54E+05,660.11,196,3.2129
16,50465,11,1.54E+05,672.05,206,1.29
16,40323,15,1.54E+05,672.05,206,1.7803
16,40602,8,1.54E+05,672.05,206,1.9697
16,48204,7,1.54E+05,672.05,206,1.585
16,53314,2,1.54E+05,672.05,206,111.26
16,42393,1,1.54E+05,672.05,206,102.52
16,60239,13,1.54E+05,672.05,206,2.1445
16,48204,7,1.54E+05,678.95,217,2.4922
16,40602,8,1.54E+05,678.95,217,2.3975
16,53314,2,1.54E+05,678.95,217,2.9219
16,40323,15,1.54E+05,678.95,217,2.0205
16,42393,1,1.54E+05,678.95,217,1.6895
16,50465,11,1.54E+05,678.95,217,2.8262
16,60239,13,1.54E+05,678.95,217,3.2617
16,53314,2,1.54E+05,691.01,229,2.5977
16,48204,7,1.54E+05,691.01,229,2.7988
16,40602,8,1.54E+05,691.01,229,2.251
16,42393,1,1.54E+05,691.01,229,1.8623
16,60239,13,1.54E+05,691.01,229,2.377
16,40323,15,1.54E+05,691.01,229,1.9307
16,50465,11,1.54E+05,691.01,229,2.7793
16,7604,4,5842,76.047,0,37.847
16,2603,7,8775,84.105,0,0.0047759
16,53314,2,1.90E+05,610.74,190,2.8867
16,40323,15,1.90E+05,610.74,190,3.2344
16,50465,11,1.90E+05,610.74,190,0.9502
16,48204,7,1.90E+05,610.74,190,3.6963
16,60239,13,1.90E+05,610.74,190,3.8574
16,40602,8,1.90E+05,610.74,190,3.9287
16,42393,1,1.90E+05,610.75,190,17432
16,40323,15,1.90E+05,618.79,193,260.04
16,53314,2,1.90E+05,618.79,193,36.055
16,40602,8,1.90E+05,618.79,193,192.07
16,48204,7,1.90E+05,618.8,193,45.555
16,42393,1,1.90E+05,618.8,193,8061.5
16,50465,11,1.90E+05,618.8,193,38.23
16,60239,13,1.90E+05,618.84,193,2.1025
16,48204,7,1.90E+05,625.77,197,0.89551
16,53314,2,1.90E+05,625.77,197,38.591
16,60239,13,1.90E+05,625.77,197,0.34668
16,40602,8,1.90E+05,625.77,197,1.292
16,42393,1,1.90E+05,625.77,197,2499.1
16,40323,15,1.90E+05,625.77,197,1.5488
16,50465,11,1.90E+05,625.77,197,56.766
16,48204,7,1.90E+05,632.67,202,2.7412
16,60239,13,1.90E+05,632.67,202,1962.1
16,40602,8,1.90E+05,632.67,202,148.88
16,50465,11,1.90E+05,632.67,202,2.6504
16,53314,2,1.90E+05,632.67,202,76.282
16,42393,1,1.90E+05,632.67,202,2.0195
16,40323,15,1.90E+05,632.67,202,2.7373
16,40602,8,1.90E+05,639.83,208,82.32
16,40323,15,1.90E+05,639.83,208,209.89
16,42393,1,1.90E+05,639.83,208,8535.2
16,48204,7,1.90E+05,639.83,208,72.371
16,50465,11,1.90E+05,639.83,208,9446.4
16,60239,13,1.90E+05,639.83,208,0.5918
16,53314,2,1.90E+05,639.83,208,63.887
16,53314,2,1.90E+05,646.94,215,1.4346
16,60239,13,1.90E+05,646.94,215,422.44
16,48204,7,1.90E+05,646.94,215,2.0635
16,40323,15,1.90E+05,646.94,215,2.7393
16,50465,11,1.90E+05,646.94,215,1.2939
16,40602,8,1.90E+05,646.94,215,2.3086
16,42393,1,1.90E+05,646.94,215,2.1973
16,40602,8,1.90E+05,660.85,223,2.3213
16,60239,13,1.90E+05,660.85,223,1.4082
16,48204,7,1.90E+05,660.85,223,2.6826
16,53314,2,1.90E+05,660.85,223,1.8438
16,50465,11,1.90E+05,660.85,223,2.7402
16,40323,15,1.90E+05,660.85,223,2.0547
16,42393,1,1.90E+05,660.85,223,2.4004
16,48204,7,1.90E+05,673.13,232,95.047
16,40323,15,1.90E+05,673.13,232,56.816
16,53314,2,1.90E+05,673.13,232,2.5703
16,40602,8,1.90E+05,673.13,232,9112.8
16,50465,11,1.90E+05,673.14,232,35.402
16,60239,13,1.90E+05,673.14,232,28.484
16,42393,1,1.90E+05,673.14,232,3.2129
16,50465,11,1.90E+05,685.08,242,1.29
16,40323,15,1.90E+05,685.08,242,1.7803
16,40602,8,1.90E+05,685.08,242,1.9697
16,48204,7,1.90E+05,685.08,242,1.585
16,53314,2,1.90E+05,685.08,242,111.26
16,42393,1,1.90E+05,685.08,242,102.52
16,60239,13,1.90E+05,685.08,242,2.1445
16,48204,7,1.90E+05,691.98,253,2.4922
16,40602,8,1.90E+05,691.98,253,2.3975
16,53314,2,1.90E+05,691.98,253,2.9219
16,40323,15,1.90E+05,691.98,253,2.0205
16,42393,1,1.90E+05,691.98,253,1.6895
16,50465,11,1.90E+05,691.98,253,2.8262
16,60239,13,1.90E+05,691.99,253,3.2617
16,53314,2,1.90E+05,704.04,265,2.5977
16,48204,7,1.90E+05,704.04,265,2.7988
16,40602,8,1.90E+05,704.04,265,2.251
16,42393,1,1.90E+05,704.04,265,1.8623
16,60239,13,1.90E+05,704.04,265,2.377
16,40323,15,1.90E+05,704.04,265,1.9307
16,50465,11,1.90E+05,704.04,265,2.7793
16,8617,3,327,92.72,0,71.413
16,1133,14,3546,94.885,0,489.19
16,1136,3,9129,95.302,0,291.33
16,3320,9,1739,97.2,0,0.0067126
16,5470,2,4030,108.5,0,14.487
16,5400,8,2211,120.62,0,70.738
16,53314,2,2.56E+05,644.25,256,2.8867
16,40323,15,2.56E+05,644.25,256,3.2344
16,50465,11,2.56E+05,644.25,256,0.9502
16,48204,7,2.56E+05,644.25,256,3.6963
16,60239,13,2.56E+05,644.25,256,3.8574
16,40602,8,2.56E+05,644.26,256,3.9287
16,42393,1,2.56E+05,644.26,256,17432
16,40323,15,2.56E+05,652.31,259,260.04
