1	0.781250	0.178166	0.959416
4	0.781250	0.267634	1.048884
6	0.781250	0.341687	1.122937
8	0.826213	0.519898	1.346111
2	1.494581	0.182762	1.677343
9	0.781250	0.938979	1.720229
3	1.608684	0.224333	1.833017
11	0.826213	1.256185	2.082398
13	0.781250	1.302267	2.083517
5	1.819635	0.313742	2.133377
7	1.992170	0.416076	2.408246
18	0.781250	1.835155	2.616405
14	1.149689	1.482787	2.632476
20	1.733383	1.895598	3.628981
23	1.314906	2.348974	3.663880
10	2.756750	1.119236	3.875986
17	2.295259	1.587791	3.883050
12	3.103966	1.288230	4.392196
26	1.562500	2.835609	4.398109
33	1.014855	3.415840	4.430695
21	2.565963	1.988330	4.554293
15	3.301462	1.533438	4.834900
16	3.337029	1.586788	4.923817
37	1.112195	3.892403	5.004598
19	3.420052	1.881000	5.301052
22	3.492699	2.152233	5.644932
28	2.699219	2.948131	5.647350
38	1.623230	4.031061	5.654291
40	1.721064	4.289472	6.010536
29	3.275191	2.953224	6.228415
44	1.646035	4.622678	6.268713
41	1.950730	4.384968	6.335698
34	2.818184	3.583868	6.402052
31	3.318600	3.124574	6.443174
48	1.669917	4.862620	6.532537
42	2.239518	4.424068	6.663586
60	1.077409	5.759930	6.837339
43	2.422561	4.432021	6.854582
35	3.634785	3.627730	7.262515
49	2.773994	4.963719	7.737713
59	2.185019	5.733207	7.918226
50	2.849964	5.105428	7.955392
58	2.343750	5.683152	8.026902
54	2.582085	5.462743	8.044828
24	5.532229	2.521955	8.054184
36	4.474906	3.631688	8.106594
25	5.623139	2.567410	8.190549
45	3.634785	4.632532	8.267317
66	1.562500	6.729902	8.292402
62	2.343750	6.271482	8.615232
27	6.043356	2.924581	8.967937
76	0.796100	8.237618	9.033718
56	3.529963	5.534845	9.064808
30	6.152482	3.060988	9.213470
51	4.064382	5.225363	9.289745
52	4.071040	5.242008	9.313048
32	6.210374	3.157475	9.367849
53	4.088885	5.313124	9.402009
70	2.182950	7.389496	9.572446
82	0.781250	8.913094	9.694344
47	4.987636	4.855318	9.842954
74	2.182950	7.711096	9.894046
63	3.446542	6.531554	9.978096
71	2.544892	7.495483	10.040375
72	2.555885	7.589620	10.145505
77	1.696639	8.466708	10.163347
64	3.552151	6.710771	10.262922
68	3.300445	7.039994	10.340439
39	6.375889	4.150563	10.526452
79	1.965697	8.633362	10.599059
90	1.152019	9.484656	10.636675
46	6.341370	4.802722	11.144092
84	2.135891	9.064478	11.200369
65	4.681385	6.714213	11.395598
75	3.764420	7.872019	11.636439
100	1.444152	10.318086	11.762238
67	4.748026	7.019324	11.767350
55	6.279002	5.516009	11.795011
69	4.485675	7.336347	11.822022
57	6.252769	5.620940	11.873709
73	4.279011	7.594792	11.873803
89	2.519738	9.420554	11.940292
61	6.052907	5.929925	11.982832
85	2.903273	9.087712	11.990985
91	2.739069	9.625572	12.364641
83	3.433612	9.017785	12.451397
88	3.525862	9.255547	12.781409
107	1.801435	11.263968	13.065403
80	4.428187	8.688544	13.116731
105	2.095774	11.036779	13.132553
101	2.714679	10.429421	13.144100
87	3.915226	9.235807	13.151033
78	4.536125	8.624039	13.160164
99	2.878405	10.304527	13.182932
116	0.783861	12.427799	13.211660
109	1.664016	11.678284	13.342300
102	2.966110	10.567642	13.533752
92	3.908296	9.739243	13.647539
103	3.294812	10.575096	13.869908
98	3.681248	10.298274	13.979522
81	5.242621	8.885527	14.128148
86	5.263238	9.130136	14.393374
94	4.547648	9.851887	14.399535
95	4.547648	10.033570	14.581218
104	3.673360	10.924483	14.597843
112	2.864141	12.031407	14.895548
106	3.842438	11.242954	15.085392
108	3.819615	11.379892	15.199507
93	5.559138	9.760930	15.320068
125	1.732472	13.799724	15.532196
113	3.532415	12.090567	15.622982
130	1.562500	14.124961	15.687461
124	2.101745	13.744430	15.846175
120	3.147573	12.908779	16.056352
96	5.841585	10.231675	16.073260
97	5.852273	10.293578	16.145851
114	3.981248	12.325985	16.307233
138	1.708864	14.669077	16.377941
128	2.470294	13.961433	16.431727
115	4.189427	12.427008	16.616435
119	3.778803	12.854707	16.633510
121	3.690836	12.980882	16.671718
117	4.167768	12.619132	16.786900
122	3.644736	13.206438	16.851174
126	3.071549	13.806760	16.878309
123	3.484906	13.606012	17.090918
135	3.011533	14.484371	17.495904
139	2.829745	14.693333	17.523078
146	1.782657	15.775188	17.557845
136	3.034545	14.553407	17.587952
137	2.994332	14.614116	17.608448
147	1.839933	15.784135	17.624068
142	2.859420	15.008599	17.868019
110	6.215664	11.728021	17.943685
111	6.240384	11.824654	18.065038
145	2.495253	15.662351	18.157604
150	2.343750	16.190703	18.534453
151	2.343750	16.192656	18.536406
132	4.288016	14.264314	18.552330
152	2.288377	16.294818	18.583195
153	2.343750	16.339985	18.683735
155	2.333966	16.369338	18.703304
154	2.400433	16.355165	18.755598
127	4.949788	13.881220	18.831008
129	4.968521	13.974888	18.943409
118	6.240384	12.721069	18.961453
140	4.281050	14.786606	19.067656
156	2.738769	16.374609	19.113378
133	4.989229	14.316645	19.305874
143	4.790640	15.309592	20.100232
131	5.874287	14.228441	20.102728
158	3.585719	16.563311	20.149030
144	4.735989	15.418893	20.154882
134	5.794253	14.457020	20.251273
148	4.436317	15.826837	20.263154
141	5.617686	14.810153	20.427839
160	3.763681	16.702469	20.466150
149	4.767213	16.142883	20.910096
157	4.508122	16.505463	21.013585
159	4.403567	16.624954	21.028521
